,LATITUDE,LONGITUDE,API,BASIN,COUNTY,WELLNAME,WELLTYPE,DATECOMP,DATESAMPLE,FORMATION,PERIOD,DEPTHUPPER,DEPTHLOWER,DEPTHWELL,SPGRAV,PH,TDSUSGS,HCO3,Ca,Cl,KNa,Mg,Na,SO4,H2S,cull_chargeb
13427,33.5712,-102.4378,4.22193E+13,Permian,Hockley,Levelland Unit #506,Conventional Hydrocarbon,,1980-04-10,San Andres,Permian,,,4897,1.067,6.5,92033,281,9880,56000,,1680,22642,1550,,
13455,33.5691,-102.4343,4.22193E+13,Permian,Hockley,Levelland Unit #543,Conventional Hydrocarbon,,1980-04-10,San Andres,Permian,,,4890,1.106,5,148781,51,16200,92200,,2730,36550,1050,,
13467,33.5728,-102.4395,4.22193E+13,Permian,Hockley,Levelland Unit #531,Conventional Hydrocarbon,,1980-04-10,San Andres,Permian,,,4896,1.085,6.7,115998,224,12900,71300,,2170,28054,1350,,
13473,33.5728,-102.4437,4.22193E+13,Permian,Hockley,Levelland Unit #532,Conventional Hydrocarbon,,1980-04-10,San Andres,Permian,,,4907,1.086,7,115997,264,13100,71300,,2200,27783,1350,,
14457,31.1069,-102.6495,4.2371E+13,Permian,Pecos,Crockett State Well No 2,Conventional Hydrocarbon,1971-05-14,1980-04-10,Clearfork,Unknown,3046,3104,4648,1.0055,8,7449,853.67,393.15,2443.37,,238.3,1819.96,1699.3,,
15170,28.522,-97.008,,Gulf Coast,Victoria,Mcfaddin #a,Conventional Hydrocarbon,,1980-04-10,Unknown,Unknown,4355,4390,,1.0506,6.6,73996,121.87,2489,45280.86,,483.28,25634.64,<MDL,,
15184,28.522,-97.008,,Gulf Coast,Victoria,Mcfaddin #17,Conventional Hydrocarbon,,1980-04-10,Unknown,Unknown,4390,4405,,1.0518,6.8,7424,124.11,2408,45437.76,,534.31,25663.92,<MDL,,
14433,32.12682,-100.7045,4.23353E+13,Permian,Mitchell,J F Mccabe A-8,Conventional Hydrocarbon,1979-10-25,1980-04-08,Ellenburger,Ordovician,7143,7169,7168,1.0451,7.2,61828,453.57,2205,35846.93,,510.01,20797.49,1975.24,,
14434,32.11642,-100.66587,4.23353E+13,Permian,Mitchell,V T Mccabe #25,Conventional Hydrocarbon,1980-03-05,1980-04-08,Ellenburger,Ordovician,7169,7175,7174,1.0648,5.8,91955,338.61,3364,54624.24,,875.27,30559.76,1852.75,,
14435,32.11796,-100.69373,4.23353E+13,Permian,Mitchell,V T Mccabe C-13,Conventional Hydrocarbon,1980-03-10,1980-04-08,Ellenburger,Ordovician,7084,7126,7163,1.045,7.1,61997,539.22,2163,35843.5,,509.96,20900,1995.95,,
14436,32.12693,-100.69975,4.23353E+13,Permian,Mitchell,J F Mccabe A-5,Conventional Hydrocarbon,1978-05-28,1980-04-08,Ellenburger,Ordovician,7127,7157,7157,1.045,6.9,63398,683.43,2236,36470.5,,339.63,21631.5,1995.95,,
14437,32.12297,-100.68305,4.23353E+13,Permian,Mitchell,J F Mccabe B-1,Conventional Hydrocarbon,1980-01-09,1980-04-08,Ellenburger,Ordovician,7138,7144,7144,1.0499,5.3,69388,195.28,2414,40841.11,,777.98,23202.79,1910.82,,
15183,28.522,-97.008,,Gulf Coast,Victoria,Mcfaddin #11,Conventional Hydrocarbon,,1980-04-07,Unknown,Unknown,4380,4389,,1.052,6.9,72316,124.14,2367,44289.2,,534.42,24932.4,<MDL,,
15187,28.522,-97.008,,Gulf Coast,Victoria,Mcfaddin #4,Conventional Hydrocarbon,,1980-04-07,Unknown,Unknown,4304,4335,,1.0518,6.6,77158,92.56,2440,47225.82,,510.12,26820.9,<MDL,,
14728,29.1771,-96.8032,4.2285E+13,Gulf Coast,Lavaca,O R Borchers A No 2,Conventional Hydrocarbon,1965-07-24,1980-04-06,Unknown,Tertiary,2726,2729,3650,1.0112,7.4,15058,511.67,406.5,8777.22,,75.84,5278.46,<MDL,,
14685,28.6233,-96.9929,4.24693E+13,Gulf Coast,Victoria,Mcfaddin A-54,Conventional Hydrocarbon,1979-12-21,1980-04-03,Frio,Tertiary,5928,5934,6500,1.0451,5.8,64472,73.16,1515,39400.27,,436.85,22887.69,<MDL,,
15776,26.6538,-98.4433,4.2427E+13,Gulf Coast,Starr,A Mckinney #1,Conventional Hydrocarbon,1942-10-28,1980-04-02,Unknown,Unknown,4950,4954,6515,1.0346,6.4,46631,792.5,1893,27830.74,,135.53,15932.84,<MDL,,
14624,32.5192,-101.3518,4.22273E+13,Permian,Howard,W L Wilson No 17,Conventional Hydrocarbon,1977-03-08,1980-04-01,Canyon Reef,Unknown,,,7566,1.0654,6.9,92745,427.23,3015,55081.18,,825.69,31642.38,1662.02,,
14625,32.5211,-101.3616,4.2227E+13,Permian,Howard,W L Wilson No 1,Conventional Hydrocarbon,1952-02-19,1980-04-01,Canyon,Unknown,,,7477,1.0646,6.8,93225,383.26,3076,55359.2,,710.09,31938,1671.42,,
14629,32.5206,-101.3491,4.2227E+13,Permian,Howard,W L Wilson No 10,Conventional Hydrocarbon,1951-08-31,1980-04-01,Canyon,Unknown,,,7462,1.0714,6.7,102438,533.56,3524,60105.54,,1092.83,34284.8,2807.07,,
14635,32.5145,-101.3455,4.2227E+13,Permian,Howard,W L Wilson No 6,Conventional Hydrocarbon,1950-10-13,1980-04-01,Canyon,Unknown,,,7430,1.0644,7.1,91335,349.12,2852,54497.28,,996.28,30974.04,1575.31,,
14630,32.5206,-101.3491,4.2227E+13,Permian,Howard,W L Wilson No 10,Conventional Hydrocarbon,1951-08-31,1980-03-31,Canyon,Unknown,7456,7467,7462,1.0712,6.1,101156,483.11,3770,59451.6,,1242.59,33421.44,2785.12,,
13280,33.19108,-101.52322,4.21693E+13,Permian,Garza,W W Terry #1,Conventional Hydrocarbon,,1980-03-29,Ellenburger,Ordovician,9092,9142,9142,1.043,6.9,59640,622,2080,34600,,510,20128,1700,,
14296,31.9992,-102.5763,4.21351E+13,Permian,Ector,East Goldsmith Txl L #1,Conventional Hydrocarbon,1953-01-30,1980-03-28,"Clear Fork, Lower",Ordovician,6067,6143,11902,1.0355,7.2,47666,931.95,2288,25680.4,,728.99,14600.55,3427.51,,
14684,28.6233,-96.9929,4.24693E+13,Gulf Coast,Victoria,N W Mcfaddin A-54,Conventional Hydrocarbon,1979-12-21,1980-03-28,Frio,Tertiary,5928,5934,6500,1.0425,6.1,62117,124.06,1417,37842.75,,291.9,22413.75,<MDL,,
14806,31.989,-102.613,,Permian,Ector,East Goldsmith Holt 24-4,Conventional Hydrocarbon,,1980-03-28,Holt,Unknown,5005,5059,,1.0202,7.4,28900,1336.46,1275,13160.58,,462.15,8641.09,4019.59,,
14807,31.989,-102.613,,Permian,Ector,East Goldsmith Holt 26-1,Conventional Hydrocarbon,,1980-03-28,Holt,Unknown,5014,5070,,1.0243,7.2,32956,1444.26,1280,15159.64,,449.67,10202.03,4414.73,,
14812,31.989,-102.613,,Permian,Ector,East Goldsmith Holt 25-1,Conventional Hydrocarbon,,1980-03-28,Holt,Unknown,5020,5036,,1.0185,6.7,27693,2149.04,640.64,15073.8,,192.5,9543.35,88.61,,
15458,32,-102.705,,Permian,Ector,East Goldsmith Blankeney N #1,Conventional Hydrocarbon,,1980-03-28,Glorieta,Unknown,5106,5116,,1.0365,6.5,51891,1886.43,1876,27674.55,,598.06,16791.3,3057.68,,
14894,32.433,-95.295,,East Texas,Smith,Shamburger Lake Unit No 11-1,Conventional Hydrocarbon,,1980-03-24,Paluxy,Unknown,,,,1.004,8,6078,610.43,86.34,3202.76,,40.16,2118.44,<MDL,,
15025,32.433,-95.295,,East Texas,Smith,Shamburger Lake Unit No 8-3,Conventional Hydrocarbon,,1980-03-24,Paluxy,Unknown,,,,1.0097,7.7,14788,661.35,220.11,8239.15,,14.14,5422.09,227.18,,
15031,32.433,-95.295,,East Texas,Smith,Shamburger Lake Unit No 22-1,Conventional Hydrocarbon,,1980-03-24,Paluxy,Unknown,,,,1.0189,7.7,27132,533.9,520.66,15691.06,,73.36,9862.95,444.24,,
13281,33.19108,-101.52322,4.21693E+13,Permian,Garza,W W Terry #1,Conventional Hydrocarbon,1980-04-01,1980-03-21,Strawn,Ordovician,8478,8512,9142,1.094,5.4,134280,44,4480,81600,,1020,46266,870,,
14180,29.8361,-94.6716,4.2071E+13,Gulf Coast,Chambers,Sullivan #11,Conventional Hydrocarbon,1965-11-23,1980-03-21,Vicksburg 11200,Tertiary,11220,11308,7200,1.0943,6.8,139709,234.18,2155,85136.54,,728.8,51432.1,<MDL,,
14299,32.86662,-100.65757,4.21513E+13,Permian,Fisher,Ocho Juan Unit 5-13,Conventional Hydrocarbon,1980-02-29,1980-03-21,Canyon Reef,Pennsylvanian,5800,5860,6235,1.0347,6.7,49261,244.19,3600,30006.3,,830.86,13761.51,492.52,,
15175,28.522,-97.008,,Gulf Coast,Victoria,Mcfaddin No 3,Conventional Hydrocarbon,,1980-03-20,Unknown,Unknown,4380,4393,,1.0523,6.7,73324,161,2525,44722.75,,339.89,25465.66,<MDL,,
15182,28.522,-97.008,,Gulf Coast,Victoria,Mcfaddin #14,Conventional Hydrocarbon,,1980-03-20,Unknown,Unknown,4380,,,1.0518,6.6,73400,114.65,2408,44806.68,,383.91,25558.74,<MDL,,
14681,33.2862,-100.32153,4.24333E+13,Permian,Stonewall,Roy Mullens #3,Conventional Hydrocarbon,1980-03-05,1980-03-13,Ellenburger,Cambrian,6456,6458,6520,1.0811,5,115072,41.08,7275,70920.16,,1913.55,33730.32,531.9,,
15696,32.357,-94.906,,East Texas,Rusk,Finney #16,Conventional Hydrocarbon,,1980-03-13,Woodbine,Unknown,3690,3694,,1.0123,7.4,17177,437.31,188.29,10102.75,,60.74,6377.49,<MDL,,
16152,32.863,-100.662,,Permian,Fisher,Ocho Juan Unit 5-12,Conventional Hydrocarbon,,1980-03-13,Canyon Reef,Unknown,5749,6156,6165,1.1407,5,202904,109.51,14829,125477,,2943.01,59202.33,179.09,,
16153,32.863,-100.662,,Permian,Fisher,Ocho Juan Unit 5-9,Conventional Hydrocarbon,,1980-03-13,Canyon Reef,Unknown,5829,6016,6109,1.0578,6.2,83632,151.27,5320,51303.3,,1100.11,24964.08,351.19,,
16160,32.863,-100.662,,Permian,Fisher,Ocho Juan Unit 7-4,Conventional Hydrocarbon,,1980-03-13,Canyon Reef,Unknown,6006,6052,6157,1.0539,6.8,75626,183.38,4974,46476.99,,1138.21,22131.9,261.37,,
18127,27.8207,-98.5319,4.21313E+13,Gulf Coast,Duval,Weatherby-wernecke No 1,Conventional Hydrocarbon,,1980-03-13,Wilcox,Unknown,,,15525,1.07,6.7,12164,585,3145,7100,,60,1114,110,,
14179,29.8361,-94.6716,4.2071E+13,Gulf Coast,Chambers,Sullivan 11,Conventional Hydrocarbon,1965-11-23,1980-03-12,Vicksburg,Tertiary,11220,11308,7200,1.0191,6.7,30881,685.85,472.86,18241.89,,163.06,11210.1,,,
18124,27.8176,-98.5513,4.21313E+13,Gulf Coast,Duval,Hubberd No 2,Conventional Hydrocarbon,1978-04-28,1980-03-12,Wilcox S,Tertiary,,,14260,1.026,6.8,36309,598,883,21638,,64,13120,<MDL,,
18131,27.8117,-98.5531,4.21313E+13,Gulf Coast,Duval,Lloyd No 1,Conventional Hydrocarbon,1977-07-14,1980-03-12,Wilcox S,Tertiary,,,,1.02,7,29973,627,177,17799,,235,11120,<MDL,,
18133,27.7977,-98.5394,4.21313E+13,Gulf Coast,Duval,Wernecke No 2,Conventional Hydrocarbon,1978-08-01,1980-03-12,Wilcox S,Unknown,,,15345,1.013,6.6,19988,429,424,11866,,171,6909,13,,
18138,27.786,-98.554,,Gulf Coast,Duval,Mcgee No 1,Conventional Hydrocarbon,,1980-03-12,Wilcox W,Unknown,,,,1.018,6.4,25279,217,741,15356,,257,8689,<MDL,,
14081,30.5977,-94.8539,4.23733E+13,Gulf Coast,Polk,H J Pratt #7 Swd,Conventional Hydrocarbon,,1980-03-10,Yegua,Tertiary,5012,5018,7200,1.0434,7,61896,277.54,1356,37771.08,,645.86,21807.06,4.17,,
14083,30.6047,-94.8529,4.2373E+13,Gulf Coast,Polk,H J Pratt #13 Swd,Conventional Hydrocarbon,,1980-03-10,Unknown,Unknown,3362,3378,3810,1.0443,7,63487,272.56,1441,38743.53,,622.4,22348.02,20.89,,
14460,30.5998,-94.8599,4.2373E+13,Gulf Coast,Polk,H J Pratt #11,Conventional Hydrocarbon,1944-09-14,1980-03-10,Cockfield,Unknown,4190,4195,7075,1.0445,7.1,65818,288.28,1357,40108.8,,598.5,23396.8,30.29,,
14730,30.2233,-95.3808,4.23393E+13,Gulf Coast,Montgomery,Keystone Mills #27-l,Conventional Hydrocarbon,1977-09-23,1980-03-10,Wilcox,Tertiary,9194,9230,11507,1.0413,5.8,58233,97.88,2978,35612.46,,411.31,18951.66,<MDL,,
14731,30.2191,-95.3647,4.23393E+13,Gulf Coast,Montgomery,W N Foster #33u,Conventional Hydrocarbon,1977-04-04,1980-03-10,Wilcox,Tertiary,9139,9157,10501,1.0672,5.4,87777,172.89,5752,54107.04,,1216.61,26146.4,<MDL,,
15665,30.566,-94.839,,Gulf Coast,Polk,H J Pratt #10,Conventional Hydrocarbon,,1980-03-10,Cockfield,Unknown,4170,4176,,1.0448,7.1,61220,259.11,1243,37194.88,,428.37,22045.28,13.58,,
16748,30.6043,-94.8568,4.23733E+13,Gulf Coast,Polk,H J Pratt #16,Conventional Hydrocarbon,1977-01-17,1980-03-10,Yegua,Tertiary,4509,4514,5012,1.0463,6.9,65131,234.37,1203,39550.14,,242.74,23855.64,4.19,,
14178,29.8361,-94.6716,4.2071E+13,Gulf Coast,Chambers,Sullivan #11,Conventional Hydrocarbon,1965-11-23,1980-03-06,Vicksburg,Tertiary,11220,11308,7200,1.0189,6.6,28457,664.32,441.18,16811.85,,63.17,9489.02,66.23,,
14208,29.7394,-94.412,4.2071E+13,Gulf Coast,Chambers,S W Pipkin A-4,Conventional Hydrocarbon,1943-11-19,1980-03-06,Seabreeze-marginulina,Unknown,,,8600,1.0713,6.6,106250,647.07,3063,64492.26,,675.99,37281.24,4.29,,
15416,29.755,-94.436,,Gulf Coast,Chambers,Roose-kaufman Un No 1,Conventional Hydrocarbon,,1980-03-06,Seabreeze-marginulina,Unknown,,,,1.0656,7,96953,416.65,2568,59034.24,,739.53,34099.2,4.26,,
13376,33.5726,-102.4344,4.22193E+13,Permian,Hockley,Levelland Unit #530,Conventional Hydrocarbon,,1980-03-04,San Andres,Unknown,,,4887,1.081,7.1,110784,268,12400,68100,,2170,26546,1300,,
13396,33.5694,-102.4438,4.22193E+13,Permian,Hockley,541,Conventional Hydrocarbon,,1980-03-04,San Andres,Permian,,,4905,1.099,7,136695,220,15000,84700,,2880,32845,1050,,
13451,33.5691,-102.4343,4.22193E+13,Permian,Hockley,Levelland #543,Conventional Hydrocarbon,,1980-03-04,San Andres,Permian,4742,4890,4890,1.111,6.9,154247,239,17300,95700,,2980,37098,930,,
13464,33.5728,-102.4395,4.22193E+13,Permian,Hockley,Levelland #531,Conventional Hydrocarbon,,1980-03-04,San Andres,Permian,,,4896,1.085,7,116292,246,13280,71600,,2200,27716,1250,,
13485,33.5693,-102.4389,4.22191E+13,Permian,Hockley,Levelland #370,Conventional Hydrocarbon,,1980-03-04,San Andres,Unknown,,,4888,1.069,7.2,95181,249,UNK,58200,,1850,22852,1430,,X
14189,29.7427,-94.4121,4.2071E+13,Gulf Coast,Chambers,S W Pipkin A-3,Conventional Hydrocarbon,1942-05-21,1980-02-29,Seabreeze-marginulina,Unknown,,,8570,1.0718,7,105584,421.22,3086,64308,,670.95,36977.1,23.58,,
14191,29.7502,-94.4121,4.2071E+13,Gulf Coast,Chambers,S W Pipkin A-1,Conventional Hydrocarbon,1942-03-15,1980-02-29,Seabreeze-marginulina,Unknown,,,8584,1.0712,6.9,103296,534.53,2849,62772.32,,632.01,36420.8,12.85,,
14193,29.7355,-94.415,4.2071E+13,Gulf Coast,Chambers,S W Pipkin #2,Conventional Hydrocarbon,1944-04-12,1980-02-29,Seabreeze-marginulina,Unknown,,,8700,1.0687,6.9,102124,534.35,3131,62091.47,,679.69,35587.71,13.89,,
14194,29.7462,-94.412,4.2071E+13,Gulf Coast,Chambers,S W Pipkin A-2,Conventional Hydrocarbon,1942-04-22,1980-02-29,Seabreeze-marginulina,Unknown,,,,1.0723,6.9,107317,554.38,3056,65195.84,,572.61,37852.19,16.08,,
14199,29.7322,-94.4149,4.2071E+13,Gulf Coast,Chambers,S W Pipkin #5,Conventional Hydrocarbon,1944-08-22,1980-02-29,Seabreeze-marginulina,Unknown,,,8575,1.0679,6.9,101249,432.5,3032,61617.83,,603.36,35454.28,21.36,,
14205,29.7331,-94.4189,4.2071E+13,Gulf Coast,Chambers,S W Pipkin A-6,Conventional Hydrocarbon,1944-10-18,1980-02-29,Seabreeze-marginulina,Unknown,,,,1.0715,7.1,105919,527.18,2828,64290,,563.61,37609.65,25.72,,
14206,29.7369,-94.4088,4.2071E+13,Gulf Coast,Chambers,S W Pipkin A-7,Conventional Hydrocarbon,1945-02-25,1980-02-29,Seabreeze-marginulina,Unknown,,,8650,1.0727,6.7,107622,736.94,3325,65220.16,,608.22,37651.77,12.87,,
14211,29.7534,-94.4348,4.2071E+13,Gulf Coast,Chambers,Maccarthy Janet #2,Conventional Hydrocarbon,1942-03-17,1980-02-29,Seabreeze-marginulina,Unknown,,,8600,1.0635,7,95486,265.88,2967,58492.5,,1084.77,32543.1,6.38,,
14212,29.7612,-94.4348,4.2071E+13,Gulf Coast,Chambers,Maccarthy Janet #4,Conventional Hydrocarbon,1945-05-18,1980-02-29,Seabreeze-marginulina,Unknown,,,8600,1.0707,6.8,105398,602.8,3287,64027.86,,642.42,36725.01,39.62,,
14219,29.7328,-94.41,4.2071E+13,Gulf Coast,Chambers,Acom #9,Conventional Hydrocarbon,1960-06-01,1980-02-29,Seabreeze-marginulina,Tertiary,,,8575,1.0685,7.1,102264,564.17,2917,62079.85,,612.25,36008.45,10.69,,
15418,29.755,-94.436,,Gulf Coast,Chambers,C C Smith #2,Conventional Hydrocarbon,,1980-02-29,Seabreeze-marginulina,Unknown,,,,1.0696,7,101146,533.73,2449,61608.96,,953.01,35510.72,17.11,,
15679,29.288,-96.545,,Gulf Coast,Wharton,W R Frnka No 3,Conventional Hydrocarbon,,1980-02-29,Unknown,Unknown,2507,2514,,1.0042,8.4,6027,875.66,79.33,2922.22,,26.11,2098.78,2.01,,
13306,33.0092,-95.5204,4.2223E+13,East Texas,Hopkins,C C Wallace #1,Conventional Hydrocarbon,,1980-02-28,Smackover,Unknown,12898,12927,13343,1.216,5.4,314262,166,27800,194000,,1950,90283,63,,
14765,32.681,-101.0477,4.24153E+13,Permian,Scurry,G H Arledge C-15,Conventional Hydrocarbon,1974-10-08,1980-02-28,Canyon Reef,Unknown,6705,,6810,1.0464,7.6,65897,577.61,2668,38298.24,,661.32,21660.48,2030.02,,
17067,32.6748,-101.0399,4.2415E+13,Permian,Scurry,G H Arledge C-12,Conventional Hydrocarbon,1954-12-21,1980-02-28,Canyon Reef,Unknown,6641,6650,6753,1.045,7.6,64132,610.28,2372,36888.5,,705.38,21213.5,2340.8,,
14150,29.1514,-95.7894,4.20393E+13,Gulf Coast,Brazoria,Wisch-saint Unit #7u,Conventional Hydrocarbon,1977-06-26,1980-02-27,Frio,Tertiary,7638,7643,8150,1.071,6.8,103362,250.61,2002,62867.7,,509.8,37592.1,5.36,,
14158,29.1583,-95.7792,4.20393E+13,Gulf Coast,Brazoria,Wisch-saint Swd #4,Conventional Hydrocarbon,1977-02-05,1980-02-27,Unknown,Unknown,1710,1955,8950,1.0723,7,105678,232.69,2123,64338,,470.74,38388.34,2.14,,
14159,29.1502,-95.7906,4.20393E+13,Gulf Coast,Brazoria,Wisch-saint Unit #6u,Conventional Hydrocarbon,,1980-02-27,Unknown,Tertiary,7796,7802,8947,1.0707,6.9,103309,234.48,2034,62850.09,,471.11,37581.57,1.07,,
14166,29.1502,-95.7906,4.20393E+13,Gulf Coast,Brazoria,Wisch-saint Unit #6l,Conventional Hydrocarbon,,1980-02-27,Miocene-8000,Tertiary,7984,7996,8947,1.0679,6.7,98291,243.48,1922,59802.4,,428.23,35774.65,2.14,,
16154,32.863,-100.662,,Permian,Fisher,Ocho Juan Unit 6-1,Conventional Hydrocarbon,,1980-02-27,Canyon Reef,Unknown,6048,6110,6200,1.0545,6.6,75631,131.81,4882,46398,,972.25,22460.85,314.24,,
14156,29.1541,-95.7864,4.20393E+13,Gulf Coast,Brazoria,Wisch-saint Unit,Conventional Hydrocarbon,1976-12-05,1980-02-25,Miocene,Tertiary,7796,8011,8950,1.0698,6.7,103239,237.5,2000,62797.26,,534.9,37549.98,6.42,,
14541,27.7882,-97.202,4.23553E+13,Gulf Coast,Nueces,St Tr 423-10,Conventional Hydrocarbon,1977-05-29,1980-02-23,Frio,Tertiary,,,12355,1.0381,6.3,56037,543.96,1401,33738.25,,213.85,19827.71,<MDL,,
13542,29.489,-95.244,4.2039E+13,Gulf Coast,Brazoria,G Sneed #16,Conventional Hydrocarbon,,1980-02-21,Frio,Unknown,5487,5507,,1.071,6.3,103139,220,1700,62800,,488,37667,6,,
13338,29.4888,-95.2547,4.20393E+13,Gulf Coast,Brazoria,L D Shaw #23,Conventional Hydrocarbon,,1980-02-20,Frio,Tertiary,5686,5698,6450,1.074,7,106931,334,2140,65200,,769,38236,2,,
14320,33.2738,-101.075,4.21693E+13,Permian,Garza,S M Swenson & Sons B-20,Conventional Hydrocarbon,1976-07-07,1980-02-20,Ellenburger,Ordovician,7762,7782,7782,1.0565,6.7,86947,558.89,3581,51557.2,,734.27,28948.1,1563.62,,
14323,33.27345,-101.08272,4.21693E+13,Permian,Garza,S M Swenson & Sons B-29,Conventional Hydrocarbon,1978-07-13,1980-02-20,Ellenburger,Ordovician,7740,7761,7761,1.0543,6.8,82148,577.76,3215,48814.09,,1000.53,26990.08,1549.82,,
14332,33.2728,-101.0855,4.21693E+13,Permian,Garza,S M Swenson & Sons B-18,Conventional Hydrocarbon,1975-06-21,1980-02-20,Elbg,Ordovician,7756,7760,7772,1.0505,6.7,77763,682.83,2825,45696.75,,880.32,25842.3,1649.29,,
16858,33.2891,-101.0756,4.21693E+13,Permian,Garza,S M Swenson & Sons B-3l,Conventional Hydrocarbon,1972-02-21,1980-02-20,Ellenburger,Ordovician,7788,7828,7830,,7.2,88166,497,3400,49700,,893,27500,1420,,
14170,27.2536,-98.04,4.20473E+13,Gulf Coast,Brooks,D J Sullivan #9,Conventional Hydrocarbon,1977-02-04,1980-02-19,Vicksburg,Tertiary,10286,,12115,1.0087,6.5,23533,777.71,526.54,13213.97,,49.43,6818.17,372.21,,
14183,29.8361,-94.6716,4.2071E+13,Gulf Coast,Chambers,D J Sullivan #11,Conventional Hydrocarbon,1965-11-23,1980-02-19,Vicksburg,Tertiary,11220,11308,7200,1.0115,6.7,27338,701.98,444.05,15475.95,,101.15,7599.87,81.93,,
15692,32.357,-94.906,,East Texas,Rusk,Finney #7,Conventional Hydrocarbon,,1980-02-19,Woodbine,Unknown,3690,3702,,1.0338,7.6,48685,346.32,881.83,29670.06,,841.51,16850.94,2.07,,
15689,32.357,-94.906,,East Texas,Rusk,Finney #3,Conventional Hydrocarbon,,1980-02-18,Lower Woodbine,Unknown,3715,3721,,1.0287,6.1,42191,260.26,1357,25511.76,,146.08,14813.28,86.41,,
15694,32.357,-94.906,,East Texas,Rusk,Finney #14,Conventional Hydrocarbon,,1980-02-18,Lower Woodbine,Unknown,3712,3724,,1.035,7.4,52917,204.93,838.35,32395.5,,799.02,18630,13.46,,
14550,32.1742,-100.6268,4.2353E+13,Permian,Nolan,Swnlu 21-1,Conventional Hydrocarbon,1956-06-11,1980-02-15,Strawn Reef,Unknown,,,7100,1.086,6.9,119648,207.43,3681,74282.4,,2845.32,38553,<MDL,,
16077,33.493,-102.621,,Permian,Cochran,League 91 Well #2-2,Conventional Hydrocarbon,,1980-02-15,San Andres,Unknown,5000,5200,,1.11,5.9,143896,498.39,11100,88578,,3674.1,38628,1365.3,,
16684,31.7,-103.546,,Permian,Loving,F D Russell,Conventional Hydrocarbon,,1980-02-15,Fusselman,Unknown,19140,19196,20100,1.0335,6.3,46464,229.44,3007,28421.25,,350.36,14365.65,82.68,,
15166,28.625,-96.862,,Gulf Coast,Victoria,W H Bennett #16l,Conventional Hydrocarbon,,1980-02-14,Unknown,Unknown,8286,8292,,1.0159,7.3,25277,1087.01,148.32,14425.78,,32.51,9529.14,40.64,,
14169,27.2536,-98.04,4.20473E+13,Gulf Coast,Brooks,D J Sullivan #9,Conventional Hydrocarbon,1977-02-04,1980-02-13,Vicksburg,Tertiary,,,12115,1.0089,6.4,35657,,110.98,13418.37,,33.29,,<MDL,,X
16681,31.7,-103.546,,Permian,Loving,F D Russell,Conventional Hydrocarbon,,1980-02-13,Fusselman,Unknown,19140,19196,20100,1.0349,5.8,52194,202.84,3404,31874.92,,342.55,16247.93,93.14,,
14321,33.2668,-101.0893,4.21693E+13,Permian,Garza,S M Swenson & Sons B-19,Conventional Hydrocarbon,1975-11-11,1980-02-12,Elbg,Ordovician,7704,7737,7737,1.0539,6.9,77583,702.95,2950,45739.26,,859.98,25715.16,1612.47,,
15392,33.37,-94.989,,East Texas,Titus,Hbu #215,Conventional Hydrocarbon,,1980-02-12,Woodbine,Unknown,3780,3790,,1.044,6.7,65990,249.52,1388,40089.6,,373.75,23698.8,5.22,,
13266,31.9216,-96.3014,4.23493E+13,East Texas,Navarro,Miller Balcom #1,Conventional Hydrocarbon,,1980-02-11,Cotton Valley Lime,Jurassic,,,10391,1.074,6.4,102929,644,10300,63100,,903,27742,240,,
14182,29.8361,-94.6716,4.2071E+13,Gulf Coast,Chambers,D J Sullivan #11,Conventional Hydrocarbon,1965-11-23,1980-02-11,Vicksburg,Tertiary,11220,11308,7200,1.0166,6.7,27040,816.33,558.11,15452.32,,43.71,8121.05,67.1,,
14322,33.27567,-101.07465,4.21693E+13,Permian,Garza,S M Swenson & Sons B-27,Conventional Hydrocarbon,1978-01-12,1980-02-11,Ellenburger,Ordovician,7763,7783,7783,1.0587,6.7,90234,514.53,3430,53993.7,,1429.25,29325.99,1535.12,,
14324,33.2709,-101.0708,4.21693E+13,Permian,Garza,S M Swenson & Sons #6,Conventional Hydrocarbon,1975-10-16,1980-02-11,Elbg,Ordovician,7781,7791,7796,1.0581,7,84503,622.16,3248,50048.13,,860.24,28145.46,1576.57,,
14325,33.27343,-101.07865,4.21693E+13,Permian,Garza,S M Swenson & Sons B-26,Conventional Hydrocarbon,1977-12-20,1980-02-11,Elbg,Ordovician,7747,7762,7762,1.0522,6.9,75235,699.71,2725,44297.62,,922.78,24937.14,1651.95,,
14326,33.2673,-101.0751,4.21693E+13,Permian,Garza,S M Swenson & Sons B-17 Lt,Conventional Hydrocarbon,1975-06-20,1980-02-11,Elbg,Ordovician,7752,7772,7772,1.0545,7,78166,694.92,2878,46081.65,,922.69,25940.7,1645.02,,
14327,33.2671,-101.0839,4.21693E+13,Permian,Garza,S M Swenson & Sons B-15,Conventional Hydrocarbon,1975-03-26,1980-02-11,Elbg,Ordovician,7723,7748,7748,1.05,7,72677,744.45,2509,42630,,739.2,24360,1690.5,,
14328,33.2712,-101.0792,4.21693E+13,Permian,Garza,S M Swenson & Sons B-22,Conventional Hydrocarbon,1976-08-22,1980-02-11,Elbg,Ordovician,7736,7754,7754,1.0506,6.9,73142,756.43,2647,42969.54,,773.24,24373.92,1617.92,,
